item,itemLabel,metid,sitelinks,sitelink
http://www.wikidata.org/entity/Q6163639,The Young Virgin,437971,6,https://en.wikipedia.org/wiki/The_Young_Virgin
http://www.wikidata.org/entity/Q16651190,Joan of Arc,435621,7,https://en.wikipedia.org/wiki/Joan_of_Arc_(painting)
http://www.wikidata.org/entity/Q19905418,Young Woman with a Pearl Necklace,436212,1,https://en.wikipedia.org/wiki/Young_Woman_in_a_Pearl_Necklace_(New_York_City)
http://www.wikidata.org/entity/Q19911647,Venus and Adonis,437535,2,"https://en.wikipedia.org/wiki/Venus_and_Adonis_(Rubens,_1635)"
http://www.wikidata.org/entity/Q19914267,The Doge's Palace Seen from San Giorgio Maggiore,437129,4,https://en.wikipedia.org/wiki/The_Doge%27s_Palace_Seen_from_San_Giorgio_Maggiore_(Claude_Monet)
http://www.wikidata.org/entity/Q30994036,The Five Points,20891,1,https://en.wikipedia.org/wiki/The_Five_Points_(Metropolitan_Museum_of_Art)
http://www.wikidata.org/entity/Q43742238,Helmet of eight plates in the Korean style,26606,5,https://en.wikipedia.org/wiki/Helmet_of_eight_plates_in_the_Korean_style
http://www.wikidata.org/entity/Q867510,Cypresses,437980,9,https://en.wikipedia.org/wiki/Cypresses_(Metropolitan_Museum_of_Art)
http://www.wikidata.org/entity/Q883994,View of Toledo,436575,23,https://en.wikipedia.org/wiki/View_of_Toledo
http://www.wikidata.org/entity/Q2081939,Caucasus,238802,11,https://en.wikipedia.org/wiki/Caucasus_(Faberg%C3%A9_egg)
http://www.wikidata.org/entity/Q5189523,Crown of the Andes,21698,7,https://en.wikipedia.org/wiki/Crown_of_the_Andes
http://www.wikidata.org/entity/Q19911421,The Dream of Aeneas,437507,1,https://en.wikipedia.org/wiki/The_Dream_of_Aeneas_(Salvator_Rosa)
http://www.wikidata.org/entity/Q19911450,Blind Orion Searching for the Rising Sun,437326,5,https://en.wikipedia.org/wiki/Blind_Orion_Searching_for_the_Rising_Sun
http://www.wikidata.org/entity/Q19911849,The Collector of Prints,436122,4,https://en.wikipedia.org/wiki/The_Collector_of_Prints_(Degas)
http://www.wikidata.org/entity/Q19912922,A Vase of Flowers,436634,6,https://en.wikipedia.org/wiki/A_Vase_of_Flowers_(1716)
http://www.wikidata.org/entity/Q19924882,The Masquerade Dress,19322,1,https://en.wikipedia.org/wiki/The_Masquerade_Dress
http://www.wikidata.org/entity/Q20167260,The Mouth of a Cave,437470,3,https://en.wikipedia.org/wiki/The_Mouth_of_a_Cave
http://www.wikidata.org/entity/Q20170024,The Beeches,10786,1,https://en.wikipedia.org/wiki/The_Beeches_(painting)
http://www.wikidata.org/entity/Q78167816,Victor Joris,96819,1,https://en.wikipedia.org/wiki/Victor_Joris
http://www.wikidata.org/entity/Q582428,Hercules the Archer,195221,7,https://en.wikipedia.org/wiki/Hercules_the_Archer
http://www.wikidata.org/entity/Q1118465,Ia Orana Maria,438821,13,https://en.wikipedia.org/wiki/Ia_Orana_Maria
http://www.wikidata.org/entity/Q3842383,The Holy Family with Saint Mary Magdalen,436967,7,https://en.wikipedia.org/wiki/Altman_Madonna
http://www.wikidata.org/entity/Q7744027,The Kearsarge at Boulogne,438144,4,https://en.wikipedia.org/wiki/The_Kearsarge_at_Boulogne
http://www.wikidata.org/entity/Q7973309,Water Lilies,438008,4,https://en.wikipedia.org/wiki/Water_Lilies_(1919)
http://www.wikidata.org/entity/Q12088934,Shrovetide Revellers,436622,6,https://en.wikipedia.org/wiki/Shrovetide_Revellers
http://www.wikidata.org/entity/Q17635065,Mezzetin,437926,4,https://en.wikipedia.org/wiki/Mezzetino_(Watteau)
http://www.wikidata.org/entity/Q17642974,Portrait of Claes Duyst van Voorhout,436621,3,https://en.wikipedia.org/wiki/Claes_Duyst_van_Voorhout
http://www.wikidata.org/entity/Q19905195,Prayer in the Mosque,436482,6,https://en.wikipedia.org/wiki/Prayer_in_the_Mosque
http://www.wikidata.org/entity/Q19905217,Wheat Fields,437549,1,https://en.wikipedia.org/wiki/Wheat_Fields_(Ruisdael)
http://www.wikidata.org/entity/Q19905461,The Interior of an Atelier of a Woman Painter,436875,4,https://en.wikipedia.org/wiki/The_Interior_of_an_Atelier_of_a_Woman_Painter_(Lemoine)
http://www.wikidata.org/entity/Q20173992,Wild Weather,13168,2,https://en.wikipedia.org/wiki/Wild_Weather_(Frederick_Judd_Waugh)
http://www.wikidata.org/entity/Q29383717,Silver-gilt bowl,243823,1,https://en.wikipedia.org/wiki/Silver-gilt_bowl_(Metropolitan_Museum_of_Art)
http://www.wikidata.org/entity/Q43253299,Ten Thousand Miles along the Yellow River,73299,6,https://en.wikipedia.org/wiki/Ten_Thousand_Miles_along_the_Yellow_River
http://www.wikidata.org/entity/Q942523,Young Lady in 1866,436964,7,https://en.wikipedia.org/wiki/A_Young_Lady_in_1866
http://www.wikidata.org/entity/Q3035829,Don Manuel Osorio de Zuniga,436545,11,https://en.wikipedia.org/wiki/Manuel_Osorio_Manrique_de_Z%C3%BA%C3%B1iga
http://www.wikidata.org/entity/Q7818635,Tomb of Perneb,543937,3,https://en.wikipedia.org/wiki/Tomb_of_Perneb
http://www.wikidata.org/entity/Q9372005,Venus and Mars,437891,8,https://en.wikipedia.org/wiki/Venus_and_Mars_(Veronese)
http://www.wikidata.org/entity/Q17026577,Moulin Rouge: La Goulue,333990,4,https://en.wikipedia.org/wiki/Moulin_Rouge:_La_Goulue
http://www.wikidata.org/entity/Q18613324,The Burial of Christ,438338,2,https://en.wikipedia.org/wiki/Entombment_of_Christ_(Carracci)
http://www.wikidata.org/entity/Q18683181,Buddha of Medicine Bhaishajyaguru,42716,10,https://en.wikipedia.org/wiki/Paradise_of_Bhaisajyaguru
http://www.wikidata.org/entity/Q19904884,Broken Eggs,436579,4,https://en.wikipedia.org/wiki/Broken_Eggs_(Metropolitan_Museum_of_Art)
http://www.wikidata.org/entity/Q19905366,Steamboats in the Port of Rouen,437309,5,https://en.wikipedia.org/wiki/Steamboats_in_the_Port_of_Rouen
http://www.wikidata.org/entity/Q19911949,The Lute Player,439933,3,https://en.wikipedia.org/wiki/Lute_Player
http://www.wikidata.org/entity/Q20166980,Bartolommeo Bonghi (died 1584),437164,2,https://en.wikipedia.org/wiki/Portrait_of_Bartolomeo_Bonghi
http://www.wikidata.org/entity/Q20190808,One Third of a Nation,488126,1,https://en.wikipedia.org/wiki/One_Third_of_a_Nation
http://www.wikidata.org/entity/Q28810545,New York Kouros,253370,5,https://en.wikipedia.org/wiki/New_York_Kouros
http://www.wikidata.org/entity/Q50351176,"Winter, Fifth Avenue",270042,4,"https://en.wikipedia.org/wiki/Winter,_Fifth_Avenue"
http://www.wikidata.org/entity/Q472037,By the Seashore,437430,8,https://en.wikipedia.org/wiki/By_the_Seashore
http://www.wikidata.org/entity/Q684935,A Girl Asleep,437878,18,https://en.wikipedia.org/wiki/A_Girl_Asleep
http://www.wikidata.org/entity/Q941549,La Grenouillère,437135,14,https://en.wikipedia.org/wiki/Bain_%C3%A0_la_Grenouill%C3%A8re
http://www.wikidata.org/entity/Q1645088,Arcadia,10810,6,https://en.wikipedia.org/wiki/Arcadia_(painting)
http://www.wikidata.org/entity/Q3399428,Portrait of Francesco d'Este,437487,8,https://en.wikipedia.org/wiki/Portrait_of_Francesco_d%27Este
http://www.wikidata.org/entity/Q3605556,Adoration of the Shepherds,436966,11,https://en.wikipedia.org/wiki/Adoration_of_the_Shepherds_(Mantegna)
http://www.wikidata.org/entity/Q5712837,Portrait of a man,436574,8,https://en.wikipedia.org/wiki/Self-Portrait_(El_Greco)
http://www.wikidata.org/entity/Q6106751,"Elizabeth Farren (born about 1759, died 1829), Later Countess of Derby",436851,5,https://en.wikipedia.org/wiki/Portrait_of_Elizabeth_Farren
http://www.wikidata.org/entity/Q19911644,Portrait of a Young Woman with a Fan,437391,3,https://en.wikipedia.org/wiki/Portrait_of_a_Young_Woman_with_a_Fan
http://www.wikidata.org/entity/Q19912015,Tea,438098,3,https://en.wikipedia.org/wiki/Tea_(James_Tissot)
http://www.wikidata.org/entity/Q76380297,O-yoroi Armor of Ashikaga Takauji,35694,3,https://en.wikipedia.org/wiki/O-yoroi_Armor_of_Ashikaga_Takauji
http://www.wikidata.org/entity/Q4717953,Portrait of Juan de Pareja,437869,11,https://en.wikipedia.org/wiki/Portrait_of_Juan_de_Pareja
http://www.wikidata.org/entity/Q7494497,Shepherdess Seated on a Rock,437098,2,https://en.wikipedia.org/wiki/Shepherdess_Seated_on_a_Rock
http://www.wikidata.org/entity/Q15290965,Boating,436947,8,https://en.wikipedia.org/wiki/Boating_(Manet)
http://www.wikidata.org/entity/Q19904863,Portrait of Charlotte du Val d'Ognes,437903,5,https://en.wikipedia.org/wiki/Portrait_of_Charlotte_du_Val_d%27Ognes_(Marie-Denise_Villers)
http://www.wikidata.org/entity/Q19906247,The Crucifixion,437172,3,https://en.wikipedia.org/wiki/Christ_on_the_Cross_(Murillo)
http://www.wikidata.org/entity/Q19911778,Charity,437422,3,"https://en.wikipedia.org/wiki/Charity_(Reni,_New_York)"
http://www.wikidata.org/entity/Q19912036,The Musician,436642,1,https://en.wikipedia.org/wiki/The_Musician_(Bartholomeus_van_der_Helst_painting)
http://www.wikidata.org/entity/Q19912621,"The Farm at Les Collettes, Cagnes",437433,4,"https://en.wikipedia.org/wiki/The_Farm_at_Les_Collettes,_Cagnes"
http://www.wikidata.org/entity/Q29383310,Biographies of Lian Po and Lin Xiangru,39918,2,https://en.wikipedia.org/wiki/Biographies_of_Lian_Po_and_Lin_Xiangru_(Huang_Tingjian_calligraphy)
http://www.wikidata.org/entity/Q43974050,Head of Bhairava,78187,7,https://en.wikipedia.org/wiki/Head_of_Bhairava
http://www.wikidata.org/entity/Q839359,Woman with a Lute,437880,13,https://en.wikipedia.org/wiki/Woman_with_a_Lute
http://www.wikidata.org/entity/Q1186970,Temple of Dendur,547802,13,https://en.wikipedia.org/wiki/Temple_of_Dendur
http://www.wikidata.org/entity/Q16965240,Florinda,437944,2,https://en.wikipedia.org/wiki/Florinda_(Winterhalter)
http://www.wikidata.org/entity/Q17024776,Madame Augustine Roulin with Baby,459123,2,https://en.wikipedia.org/wiki/Madame_Roulin_and_Her_Baby
http://www.wikidata.org/entity/Q18511742,The Visit,436678,3,https://en.wikipedia.org/wiki/Merry_Company_with_Two_Men_and_Two_Women
http://www.wikidata.org/entity/Q19905258,A Musician and His Daughter,436818,1,https://en.wikipedia.org/wiki/A_Musician_and_His_Daughter
http://www.wikidata.org/entity/Q19905462,The Lacemaker,436932,2,https://en.wikipedia.org/wiki/The_Lacemaker_(Maes)
http://www.wikidata.org/entity/Q19911604,Haystacks: Autumn,437097,3,https://en.wikipedia.org/wiki/Haystacks:_Autumn
http://www.wikidata.org/entity/Q19913081,Road in the Woods,437847,1,https://en.wikipedia.org/wiki/Road_in_the_Woods_(Constant_Troyon)
http://www.wikidata.org/entity/Q379906,The Fortune Teller,436838,8,https://en.wikipedia.org/wiki/The_Fortune_Teller_(de_La_Tour)
http://www.wikidata.org/entity/Q1516907,Hours of Jeanne d'Evreux,470309,10,https://en.wikipedia.org/wiki/Hours_of_Jeanne_d%27Evreux
http://www.wikidata.org/entity/Q1844748,Boy Carrying a Sword,436948,9,https://en.wikipedia.org/wiki/Boy_Carrying_a_Sword
http://www.wikidata.org/entity/Q5506360,Fruit Dish and Glass,490612,1,https://en.wikipedia.org/wiki/Fruit_Dish_and_Glass
http://www.wikidata.org/entity/Q19905106,The Sacrifice of Polyxena,442761,1,https://en.wikipedia.org/wiki/The_Sacrifice_of_Polyxena_(Charles_Le_Brun)
http://www.wikidata.org/entity/Q19905377,The Brioche,436946,3,https://en.wikipedia.org/wiki/The_Brioche
http://www.wikidata.org/entity/Q20184222,Sergeant of the Colonial Regiment,459159,3,https://en.wikipedia.org/wiki/Sergeant_of_the_Colonial_Regiment_(Albert_Marquet)
http://www.wikidata.org/entity/Q20189849,Still Life with Checked Tablecloth,646469,2,https://en.wikipedia.org/wiki/Still_Life_with_Checked_Tablecloth
http://www.wikidata.org/entity/Q28854552,Radha and Krishna Walk in a Flowering Grove,65594,2,https://en.wikipedia.org/wiki/Radha_and_Krishna_Walk_in_a_Flowering_Grove
http://www.wikidata.org/entity/Q43376787,Rafter finial in the shape of a dragon’s head and wind chime,50325,5,https://en.wikipedia.org/wiki/Dragon%27s_head_and_wind_chime
http://www.wikidata.org/entity/Q43648711,Seated Bodhisattva (left attendant of a triad),72485,3,https://en.wikipedia.org/wiki/Seated_Bodhisattva_(left_attendant_of_a_triad)
http://www.wikidata.org/entity/Q1752990,The Death of Socrates,436105,45,https://en.wikipedia.org/wiki/The_Death_of_Socrates
http://www.wikidata.org/entity/Q3212828,The Siesta,436449,4,https://en.wikipedia.org/wiki/The_Siesta_(Paul_Gauguin)
http://www.wikidata.org/entity/Q16667013,Red Sunset on the Dnieper,436833,5,https://en.wikipedia.org/wiki/Red_Sunset_on_the_Dnieper
http://www.wikidata.org/entity/Q19905085,Springtime,438158,4,https://en.wikipedia.org/wiki/Springtime_(Pierre_Auguste_Cot)
http://www.wikidata.org/entity/Q19905154,Portrait of a Man,437400,7,"https://en.wikipedia.org/wiki/Portrait_of_a_Man_(Rembrandt,_New_York)"
http://www.wikidata.org/entity/Q19912277,"Woman with a Water Pitcher, and a Man by a Bed (""The Maidservant"")",436676,1,https://en.wikipedia.org/wiki/The_Maidservant
http://www.wikidata.org/entity/Q29384277,Memorial Head,311024,2,https://en.wikipedia.org/wiki/Nsodie
http://www.wikidata.org/entity/Q29384509,Rhyton terminating in the forepart of a wild cat,326623,3,https://en.wikipedia.org/wiki/Rhyton_terminating_in_the_forepart_of_a_wild_cat
http://www.wikidata.org/entity/Q106468587,Adam,197822,3,https://en.wikipedia.org/wiki/Adam_(Lombardo)
http://www.wikidata.org/entity/Q845853,Metternich Stela,546037,9,https://en.wikipedia.org/wiki/Metternich_Stela
http://www.wikidata.org/entity/Q18222055,"Joséphine-Éléonore-Marie-Pauline de Galard de Brassac de Béarn (1825–1860), Princesse de Broglie",459106,11,https://en.wikipedia.org/wiki/The_Princesse_de_Broglie
http://www.wikidata.org/entity/Q18649144,Portrait of Floris Soop,437395,3,https://en.wikipedia.org/wiki/Portrait_of_Floris_Soop
http://www.wikidata.org/entity/Q18760265,Portrait of Herman Doomer,437392,5,https://en.wikipedia.org/wiki/Portrait_of_Herman_Doomer
http://www.wikidata.org/entity/Q19911769,The Highland Family,437939,1,https://en.wikipedia.org/wiki/The_Highland_Family
http://www.wikidata.org/entity/Q293990,Oedipus and the Sphinx,437153,13,https://en.wikipedia.org/wiki/Oedipus_and_the_Sphinx
http://www.wikidata.org/entity/Q682404,Villa Boscoreale,247017,7,https://en.wikipedia.org/wiki/Villa_Boscoreale
http://www.wikidata.org/entity/Q3947666,Saint Matthew and the Angel,437630,5,https://en.wikipedia.org/wiki/Saint_Matthew_and_the_Angel_(Savoldo)
http://www.wikidata.org/entity/Q5968221,Saint Anthony Tormented by Demons,336142,4,https://en.wikipedia.org/wiki/The_Temptation_of_St_Anthony_(Schongauer)
http://www.wikidata.org/entity/Q7979098,wedding dress of Wallis Warfield,81119,2,https://en.wikipedia.org/wiki/Wedding_dress_of_Wallis_Warfield
http://www.wikidata.org/entity/Q17505564,Salome,437384,4,https://en.wikipedia.org/wiki/Salom%C3%A9_(Henri_Regnault)
http://www.wikidata.org/entity/Q19894606,Virgin and Child with Saints Catherine of Alexandria and Barbara,437054,4,https://en.wikipedia.org/wiki/Mystic_Marriage_of_St._Catherine_(Memling)
http://www.wikidata.org/entity/Q19905080,A Young Woman Reading,437882,1,https://en.wikipedia.org/wiki/A_Young_Woman_Reading_(Vermeer_imitator)
http://www.wikidata.org/entity/Q19905355,"Señora de Sorolla (Clotilde García del Castillo, 1865–1929) in Black",437706,5,https://en.wikipedia.org/wiki/Se%C3%B1ora_de_Sorolla_in_Black
http://www.wikidata.org/entity/Q19912340,The Defense of Champigny,436188,2,https://en.wikipedia.org/wiki/The_Defense_of_Champigny
http://www.wikidata.org/entity/Q19912447,Madame Élisabeth de France (1764–1794),439405,3,https://en.wikipedia.org/wiki/Madame_%C3%89lisabeth_de_France
http://www.wikidata.org/entity/Q19918956,Ariadne,486740,2,https://en.wikipedia.org/wiki/Ariadne_(Giorgio_de_Chirico_painting)
http://www.wikidata.org/entity/Q20183472,"The Harvest, Pontoise (La Récolte, Pontoise)",459108,3,"https://en.wikipedia.org/wiki/The_Harvest,_Pontoise"
http://www.wikidata.org/entity/Q29383690,The Triumph of Fame,230011,2,https://en.wikipedia.org/wiki/The_Triumph_of_Fame
http://www.wikidata.org/entity/Q29386027,"Phonurgia nova, sive conjugium mechanico-physicum artis & natvrae paranympha phonosophia concinnatum . . .",591844,2,https://en.wikipedia.org/wiki/Phonurgia_Nova
http://www.wikidata.org/entity/Q44461289,Jinshan Island and West Lake,671028,4,https://en.wikipedia.org/wiki/Jinshan_Island_and_West_Lake
http://www.wikidata.org/entity/Q48997138,Calyx-Krater by the painter of the Berlin Hydria depicting an Amazonomachy,247966,1,https://en.wikipedia.org/wiki/Calyx-Krater_by_the_artist_called_the_Painter_of_the_Berlin_Hydria_depicting_an_Amazonomachy
http://www.wikidata.org/entity/Q60041996,Christ Asleep during the Tempest,436176,2,https://en.wikipedia.org/wiki/Christ_Asleep_during_the_Tempest
http://www.wikidata.org/entity/Q3235403,Two Tahitian Women,436446,12,https://en.wikipedia.org/wiki/Two_Tahitian_Women
http://www.wikidata.org/entity/Q3630737,Self-Portrait,436258,4,"https://en.wikipedia.org/wiki/Self-portrait_(van_Dyck,_New_York)"
http://www.wikidata.org/entity/Q20167179,"Portrait of a Woman, probably a Member of the Van Beresteyn Family",437388,1,"https://en.wikipedia.org/wiki/Portrait_of_a_Woman,_probably_a_Member_of_the_Van_Beresteyn_Family"
http://www.wikidata.org/entity/Q56238864,Woman with a Raven at an Abyss,365101,1,https://en.wikipedia.org/wiki/Woman_with_a_Raven_at_an_Abyss
http://www.wikidata.org/entity/Q56599513,Square Tilt,484689,1,https://en.wikipedia.org/wiki/Square_Tilt
http://www.wikidata.org/entity/Q1218084,The Three Crosses,354631,10,https://en.wikipedia.org/wiki/The_Three_Crosses
http://www.wikidata.org/entity/Q3224381,A Matador,436960,6,https://en.wikipedia.org/wiki/The_Matador_Saluting
http://www.wikidata.org/entity/Q3842407,Virgin and Child (Bache),436052,6,https://en.wikipedia.org/wiki/Lenti_Madonna
http://www.wikidata.org/entity/Q3948737,Virgin and Child with Saint Anne,436244,8,https://en.wikipedia.org/wiki/Virgin_and_Child_with_Saint_Anne_(D%C3%BCrer)
http://www.wikidata.org/entity/Q3949369,"Saints Roch, Anthony Abbot and Lucy",435902,4,"https://en.wikipedia.org/wiki/Saints_Roch,_Anthony_Abbot_and_Lucy"
http://www.wikidata.org/entity/Q7934007,Virgin and Child with Four Angels,436102,5,https://en.wikipedia.org/wiki/Virgin_and_Child_with_Four_Angels
http://www.wikidata.org/entity/Q20184408,Lehman Madonna,459023,6,https://en.wikipedia.org/wiki/Lehman_Madonna
http://www.wikidata.org/entity/Q20201477,Reliquary Shrine,470310,2,https://en.wikipedia.org/wiki/Reliquary_Shrine_(de_Touyl)
http://www.wikidata.org/entity/Q28810842,Ugolino and His Sons,204812,3,https://en.wikipedia.org/wiki/Ugolino_and_His_Sons_(Carpeaux)
http://www.wikidata.org/entity/Q29383602,Winter,202614,2,https://en.wikipedia.org/wiki/Winter_(sculpture)
http://www.wikidata.org/entity/Q29384537,Caftan,327518,2,https://en.wikipedia.org/wiki/Caftan_(Metropolitan_Museum_of_Art)
http://www.wikidata.org/entity/Q29384842,"Compositional Sketches for the Virgin Adoring the Christ Child, with and without the Infant St. John the Baptist; Diagram of a Perspectival Projection (recto); Slight Doodles (verso)",337494,2,"https://en.wikipedia.org/wiki/Compositional_Sketches_for_the_Virgin_Adoring_the_Christ_Child,_with_and_without_the_Infant_St._John_the_Baptist"
http://www.wikidata.org/entity/Q29384857,Studies for the Libyan Sibyl,337497,1,https://en.wikipedia.org/wiki/Studies_for_the_Libyan_Sibyl
http://www.wikidata.org/entity/Q55606908,Chair of Reniseneb,547687,2,https://en.wikipedia.org/wiki/Chair_of_Reniseneb
http://www.wikidata.org/entity/Q59296803,"In a Courtyard, Tangier",441373,1,"https://en.wikipedia.org/wiki/In_a_Courtyard,_Tangier"
http://www.wikidata.org/entity/Q1755464,"Knight, Death and the Devil",336223,16,"https://en.wikipedia.org/wiki/Knight,_Death_and_the_Devil"
http://www.wikidata.org/entity/Q2489939,The Adoration of the Magi,435724,8,"https://en.wikipedia.org/wiki/Adoration_of_the_Magi_(Bosch,_New_York)"
http://www.wikidata.org/entity/Q3842406,Madonna and Child,435768,5,https://en.wikipedia.org/wiki/Kleinberger_Madonna
http://www.wikidata.org/entity/Q3937730,Portrait of a Young Man with a Book,435802,7,https://en.wikipedia.org/wiki/Portrait_of_a_Young_Man_with_a_Book_(Bronzino)
http://www.wikidata.org/entity/Q19905247,The Calm Sea,436005,5,https://en.wikipedia.org/wiki/The_Calm_Sea_(painting)
http://www.wikidata.org/entity/Q19906270,"Morning, An Overcast Day, Rouen",437308,3,"https://en.wikipedia.org/wiki/Morning,_An_Overcast_Day,_Rouen"
http://www.wikidata.org/entity/Q19911426,The Martyrdom of Saint Barbara,436039,5,https://en.wikipedia.org/wiki/The_Martyrdom_of_Saint_Barbara_(Lucas_Cranach_the_Elder)
http://www.wikidata.org/entity/Q1362177,Melencolia I,336228,24,https://en.wikipedia.org/wiki/Melencolia_I
http://www.wikidata.org/entity/Q19912157,Telemachus and the Nymphs of Calypso,436810,3,https://en.wikipedia.org/wiki/Telemachus_and_the_Nymphs_of_Calypso
http://www.wikidata.org/entity/Q29385758,Artist's Sketch of Pharaoh Spearing a Lion,544076,3,https://en.wikipedia.org/wiki/Artist%27s_Sketch_of_Pharaoh_Spearing_a_Lion
http://www.wikidata.org/entity/Q19920648,At the Lapin Agile,486162,5,https://en.wikipedia.org/wiki/Au_Lapin_Agile
http://www.wikidata.org/entity/Q20054562,Astronomicum Caesareum,337061,3,https://en.wikipedia.org/wiki/Astronomicum_Caesareum
http://www.wikidata.org/entity/Q56599585,La Capresse des Colonies,231788,2,https://en.wikipedia.org/wiki/La_Capresse_des_Colonies
http://www.wikidata.org/entity/Q467359,The Allegory of Faith,437877,15,https://en.wikipedia.org/wiki/The_Allegory_of_Faith
http://www.wikidata.org/entity/Q1125200,Madonna and Child with Angels,436452,5,https://en.wikipedia.org/wiki/Davis_Madonna
http://www.wikidata.org/entity/Q2024709,The Spanish Singer,436944,14,https://en.wikipedia.org/wiki/The_Spanish_Singer
http://www.wikidata.org/entity/Q2957596,Monteleone Chariot,247020,8,https://en.wikipedia.org/wiki/Monteleone_chariot
http://www.wikidata.org/entity/Q5442918,Femme Lisant,435991,5,https://en.wikipedia.org/wiki/A_Woman_Reading
http://www.wikidata.org/entity/Q6903107,Mont Sainte-Victoire and the Viaduct of the Arc River Valley,435877,2,https://en.wikipedia.org/wiki/Mont_Sainte-Victoire_and_the_Viaduct_of_the_Arc_River_Valley
http://www.wikidata.org/entity/Q9392232,Annunciation,459055,10,https://en.wikipedia.org/wiki/Annunciation_(Memling)
http://www.wikidata.org/entity/Q17815340,Portrait of Anna van der Aar,436618,1,https://en.wikipedia.org/wiki/Portrait_of_Anna_van_der_Aar
http://www.wikidata.org/entity/Q19912313,The Repast of the Lion,438822,4,https://en.wikipedia.org/wiki/The_Repast_of_the_Lion
http://www.wikidata.org/entity/Q19912411,Interior with a Young Couple,436675,2,https://en.wikipedia.org/wiki/Interior_with_a_Young_Couple_and_a_Dog
http://www.wikidata.org/entity/Q20166999,Head of Christ,437404,5,"https://en.wikipedia.org/wiki/Head_of_Christ_(Rembrandt,_New_York)"
http://www.wikidata.org/entity/Q25352103,Enthroned Virgin and Child,469844,2,"https://en.wikipedia.org/wiki/Enthroned_Virgin_and_Child_(English,_The_Cloisters)"
http://www.wikidata.org/entity/Q28813038,Amathus sarcophagus,242006,4,https://en.wikipedia.org/wiki/Amathus_sarcophagus
http://www.wikidata.org/entity/Q29383798,Morgan Amber,249223,5,https://en.wikipedia.org/wiki/Morgan_Amber
http://www.wikidata.org/entity/Q2381632,Bird in Space,486757,7,https://en.wikipedia.org/wiki/Bird_in_Space
http://www.wikidata.org/entity/Q2905377,Black Iris,489813,2,https://en.wikipedia.org/wiki/Black_Iris_(painting)
http://www.wikidata.org/entity/Q3409488,Psalter of Bonne de Luxembourg,471883,3,https://en.wikipedia.org/wiki/Psalter_of_Bonne_de_Luxembourg
http://www.wikidata.org/entity/Q5899225,Hope Dionysus,255973,3,https://en.wikipedia.org/wiki/Hope_Dionysus
http://www.wikidata.org/entity/Q7766694,The Storm,435997,5,https://en.wikipedia.org/wiki/The_Storm_(painting)
http://www.wikidata.org/entity/Q17077938,Kneeling Bull with Vessel,329074,2,https://en.wikipedia.org/wiki/Kneeling_Bull_with_Vessel
http://www.wikidata.org/entity/Q17183419,The Smokers by Adriaen Brouwer,435807,5,https://en.wikipedia.org/wiki/The_Smokers_(painting)
http://www.wikidata.org/entity/Q19720120,George Washington,192901,2,https://en.wikipedia.org/wiki/George_Washington_(Ceracchi)
http://www.wikidata.org/entity/Q19905205,"Madame Grand (Noël Catherine Verlée, 1761–1835)",437898,6,https://en.wikipedia.org/wiki/Madame_Grand_(Louise_%C3%89lisabeth_Vig%C3%A9e_Le_Brun)
http://www.wikidata.org/entity/Q19911594,The Abduction of Rebecca,438814,6,https://en.wikipedia.org/wiki/The_Abduction_of_Rebecca
http://www.wikidata.org/entity/Q19912693,"Madame Auguste Cuoq (Mathilde Desportes, 1827–1910)",436016,3,https://en.wikipedia.org/wiki/Madame_Auguste_Cuoq
http://www.wikidata.org/entity/Q19917476,Street Story Quilt,485416,1,https://en.wikipedia.org/wiki/Street_Story_Quilt
http://www.wikidata.org/entity/Q19917694,Joy of Life,489551,2,https://en.wikipedia.org/wiki/Joy_of_Life_(Valadon)
