item,itemLabel,metid,sitelinks,sitelink
http://www.wikidata.org/entity/Q20018653,"Venice, from the Porch of Madonna della Salute",437853,2,"https://en.wikipedia.org/wiki/Venice,_from_the_Porch_of_Madonna_della_Salute"
http://www.wikidata.org/entity/Q20190815,Machinery,488316,1,https://en.wikipedia.org/wiki/Machinery_(Demuth)
http://www.wikidata.org/entity/Q24910792,Fieschi Morgan Staurotheke,472562,1,https://en.wikipedia.org/wiki/Fieschi_Morgan_Staurotheke
http://www.wikidata.org/entity/Q137836,William the Hippopotamus,544227,12,https://en.wikipedia.org/wiki/William_the_Faience_Hippopotamus
http://www.wikidata.org/entity/Q3202069,The Annunciation,459016,6,"https://en.wikipedia.org/wiki/Annunciation_(Botticelli,_New_York)"
http://www.wikidata.org/entity/Q3949246,Saint Rosalie Interceding for the Plague-stricken of Palermo,436257,3,https://en.wikipedia.org/wiki/Saint_Rosalie_Interceding_for_the_Plague-stricken_of_Palermo
http://www.wikidata.org/entity/Q4009580,Venus and Cupid,436918,9,https://en.wikipedia.org/wiki/Venus_and_Cupid_(Lotto)
http://www.wikidata.org/entity/Q16903637,Ethel Scull 36 Times,490127,4,https://en.wikipedia.org/wiki/Ethel_Scull_36_Times
http://www.wikidata.org/entity/Q18758802,The Dance Class,438817,4,"https://en.wikipedia.org/wiki/The_Dance_Class_(Degas,_Metropolitan_Museum_of_Art)"
http://www.wikidata.org/entity/Q19856861,Saint Jerome as Scholar,459088,5,https://en.wikipedia.org/wiki/Saint_Jerome_(El_Greco)
http://www.wikidata.org/entity/Q19905350,Rest on the Flight into Egypt,437101,4,https://en.wikipedia.org/wiki/Rest_on_the_Flight_into_Egypt_(Mola)
http://www.wikidata.org/entity/Q19912227,Paintings of physicians by Jan Steen,437748,3,https://en.wikipedia.org/wiki/The_Lovesick_Maiden
http://www.wikidata.org/entity/Q20187805,Landscape with Stars,459189,2,https://en.wikipedia.org/wiki/Landscape_with_Sky
http://www.wikidata.org/entity/Q20190318,Three Studies for a Self-Portrait,489966,3,"https://en.wikipedia.org/wiki/Three_Studies_for_a_Self-Portrait,_(Bacon,_1979)"
http://www.wikidata.org/entity/Q29383802,Bronze man and centaur,249228,1,https://en.wikipedia.org/wiki/Bronze_man_and_centaur_(Metropolitan_Museum_of_Art)
http://www.wikidata.org/entity/Q29383985,Vulci set of jewelry,256976,2,https://en.wikipedia.org/wiki/Vulci_set_of_jewelry
http://www.wikidata.org/entity/Q29385121,The Lovers,451023,6,https://en.wikipedia.org/wiki/The_Lovers_(Abbasi)
http://www.wikidata.org/entity/Q338714,Anjou Legendarium,466277,9,https://en.wikipedia.org/wiki/Anjou_Legendarium
http://www.wikidata.org/entity/Q3842570,Madonna and Child with Saints Francis and Clare,435901,2,https://en.wikipedia.org/wiki/Madonna_and_Child_with_Saint_Francis_and_Saint_Clare
http://www.wikidata.org/entity/Q4155193,Danish Palaces,238736,9,https://en.wikipedia.org/wiki/Danish_Palaces_(Faberg%C3%A9_egg)
http://www.wikidata.org/entity/Q7476471,The Dancing Class,436141,8,https://en.wikipedia.org/wiki/The_Dancing_Class
http://www.wikidata.org/entity/Q17579092,"The Smoker, or Three Heads",436625,2,https://en.wikipedia.org/wiki/The_Smoker
http://www.wikidata.org/entity/Q19905165,The Shepherd's Song,437344,1,https://en.wikipedia.org/wiki/The_Shepherd%27s_Song_(painting)
http://www.wikidata.org/entity/Q19905279,Drawing the Eel,437588,2,https://en.wikipedia.org/wiki/Drawing_the_Eel
http://www.wikidata.org/entity/Q19905309,The Source of the Loue,436023,1,https://en.wikipedia.org/wiki/The_Source_of_the_Loue
http://www.wikidata.org/entity/Q19911452,The Judgment of Paris,436037,5,"https://en.wikipedia.org/wiki/Judgment_of_Paris_(Cranach,_New_York)"
http://www.wikidata.org/entity/Q19912279,The Death of Harmonia,437286,2,https://en.wikipedia.org/wiki/The_Death_of_Harmonia
http://www.wikidata.org/entity/Q19922323,Still Life with a Guitar,489983,2,https://en.wikipedia.org/wiki/Still_Life_with_a_Guitar
http://www.wikidata.org/entity/Q29385468,Antioch Chalice,468346,7,https://en.wikipedia.org/wiki/Antioch_chalice
http://www.wikidata.org/entity/Q105811473,Equilibrium,725932,1,https://en.wikipedia.org/wiki/Equilibrium_(Carmen_Herrera)
http://www.wikidata.org/entity/Q285392,Mérode Altarpiece,470304,18,https://en.wikipedia.org/wiki/M%C3%A9rode_Altarpiece
http://www.wikidata.org/entity/Q574004,Crucifixion and Last Judgement diptych,436282,13,https://en.wikipedia.org/wiki/Crucifixion_and_Last_Judgement_diptych
http://www.wikidata.org/entity/Q5026931,Camouflage Self-Portrait,484952,5,https://en.wikipedia.org/wiki/Camouflage_Self-Portrait
http://www.wikidata.org/entity/Q5901143,Achaemenid Persian Lion Rhyton,324291,3,https://en.wikipedia.org/wiki/Achaemenid_Persian_Lion_Rhyton
http://www.wikidata.org/entity/Q20011423,Flemish Hunting Deck,475513,4,https://en.wikipedia.org/wiki/Flemish_Hunting_Deck
http://www.wikidata.org/entity/Q20201347,Doorway from Moutiers-Saint-Jean,470313,2,https://en.wikipedia.org/wiki/Doorway_from_Moutiers-Saint-Jean
http://www.wikidata.org/entity/Q3733425,Esther before Ahasuerus,436453,9,https://en.wikipedia.org/wiki/Esther_before_Ahasuerus_(Artemisia_Gentileschi)
http://www.wikidata.org/entity/Q3927386,"Saints Peter, Martha, Mary Magdalen, and Leonard",435992,6,"https://en.wikipedia.org/wiki/Saints_Peter,_Martha,_Mary_Magdalen_and_Leonard"
http://www.wikidata.org/entity/Q3948786,Saint Anthony Abbot Tempted by a Heap of Gold,458967,2,https://en.wikipedia.org/wiki/Saint_Anthony_Abbot_Tempted_by_a_Heap_of_Gold
http://www.wikidata.org/entity/Q5134925,Cloisters Cross,470305,4,https://en.wikipedia.org/wiki/Cloisters_Cross
http://www.wikidata.org/entity/Q19904881,Christ Presented to the People,436922,1,https://en.wikipedia.org/wiki/Christ_Presented_to_the_People_(Il_Sodoma)
http://www.wikidata.org/entity/Q19911689,The Afternoon Meal (La Merienda),437053,3,https://en.wikipedia.org/wiki/The_Afternoon_Meal_(Luis_Mel%C3%A9ndez)
http://www.wikidata.org/entity/Q20184249,Nude Before a Mirror,459182,4,https://en.wikipedia.org/wiki/Nude_Before_a_Mirror
http://www.wikidata.org/entity/Q26228930,Giso 404,492377,1,https://en.wikipedia.org/wiki/Giso_404
http://www.wikidata.org/entity/Q60747367,Hunting of Birds with a Hawk and a Bow,467961,2,https://en.wikipedia.org/wiki/Hunting_of_Birds_with_a_Hawk_and_a_Bow
http://www.wikidata.org/entity/Q39013,The Woman in the Waves,436004,16,https://en.wikipedia.org/wiki/The_Woman_in_the_Waves
http://www.wikidata.org/entity/Q734082,Regatta at Sainte-Adresse,437136,13,https://en.wikipedia.org/wiki/Regatta_at_Sainte-Adresse_(Monet)
http://www.wikidata.org/entity/Q2873092,Autumn Rhythm (Number 30),488978,10,https://en.wikipedia.org/wiki/Autumn_Rhythm_(Number_30)
http://www.wikidata.org/entity/Q3332083,"Migrant Mother, Nipomo, California",284152,8,https://en.wikipedia.org/wiki/Migrant_Mother
http://www.wikidata.org/entity/Q5036652,Captain George K. H. Coussmaker,437447,7,https://en.wikipedia.org/wiki/Captain_George_K._H._Coussmaker
http://www.wikidata.org/entity/Q6382435,The Bridge at Villeneuve-la-Garenne,437680,7,https://en.wikipedia.org/wiki/The_Bridge_at_Villeneuve-la-Garenne
http://www.wikidata.org/entity/Q7735048,The Four Witches,391046,8,https://en.wikipedia.org/wiki/The_Four_Witches
http://www.wikidata.org/entity/Q18589381,Portrait of a man with gloves in hand,437401,4,https://en.wikipedia.org/wiki/Portrait_of_a_Man_Holding_Gloves
http://www.wikidata.org/entity/Q19905264,"The Englishman (William Tom Warrener, 1861–1934) at the Moulin Rouge",437835,3,https://en.wikipedia.org/wiki/The_Englishman_at_the_Moulin_Rouge
http://www.wikidata.org/entity/Q19911726,The Trojan Women Setting Fire to Their Fleet,435908,3,https://en.wikipedia.org/wiki/The_Trojan_Women_Set_Fire_to_their_Fleet_(Claude_Lorrain)
http://www.wikidata.org/entity/Q431732,The Steerage,269281,7,https://en.wikipedia.org/wiki/The_Steerage
http://www.wikidata.org/entity/Q2984746,Battle of the Nudes,339971,6,https://en.wikipedia.org/wiki/Battle_of_the_Nudes_(engraving)
http://www.wikidata.org/entity/Q19904831,Whalers,437854,2,https://en.wikipedia.org/wiki/Whalers_(J._M._W._Turner)
http://www.wikidata.org/entity/Q19905189,Isaac Blessing Jacob,436266,1,https://en.wikipedia.org/wiki/Isaac_Blessing_Jacob_(Gerbrand_van_den_Eeckhout)
http://www.wikidata.org/entity/Q19905326,Portrait of an Old Woman,435597,1,https://en.wikipedia.org/wiki/Portrait_of_an_Old_Woman_with_Folded_Hands
http://www.wikidata.org/entity/Q19912047,The Sorrow of Telemachus,436809,3,https://en.wikipedia.org/wiki/The_Sorrow_of_Telemachus
http://www.wikidata.org/entity/Q19912201,Breton Brother and Sister,435754,2,https://en.wikipedia.org/wiki/Breton_Brother_and_Sister
http://www.wikidata.org/entity/Q19912240,"Eugène Murer (Hyacinthe-Eugène Meunier, 1841–1906)",438011,3,https://en.wikipedia.org/wiki/Eug%C3%A8ne_Murer_(Renoir)
http://www.wikidata.org/entity/Q19912595,Ferry near Gorinchem,437589,1,https://en.wikipedia.org/wiki/Ferry_near_Gorinchem
http://www.wikidata.org/entity/Q19913319,A Cavalryman,437220,4,https://en.wikipedia.org/wiki/A_Cavalryman
http://www.wikidata.org/entity/Q19913672,Fish Market,679844,2,https://en.wikipedia.org/wiki/Fish_Market_(Joachim_Beuckelaer)
http://www.wikidata.org/entity/Q19917658,Reclining Nude,486847,3,https://en.wikipedia.org/wiki/Reclining_Nude_(Amedeo_Modigliani)
http://www.wikidata.org/entity/Q19917819,"Movement No. 5, Provincetown Houses",488487,1,"https://en.wikipedia.org/wiki/Movement_No._5,_Provincetown_Houses"
http://www.wikidata.org/entity/Q19917972,Self-Portrait,492697,1,https://en.wikipedia.org/wiki/Self-Portrait_(Inn_of_the_Dawn_Horse)
http://www.wikidata.org/entity/Q19920914,Banquet in Silence,488563,2,https://en.wikipedia.org/wiki/Banquet_in_Silence_(Marsden_Hartley)
http://www.wikidata.org/entity/Q19923372,Artillery,485807,2,https://en.wikipedia.org/wiki/Artillery_(Roger_de_La_Fresnaye)
http://www.wikidata.org/entity/Q20198429,America Today,499559,1,https://en.wikipedia.org/wiki/America_Today
http://www.wikidata.org/entity/Q20199036,Saltillo Mansion,488165,2,https://en.wikipedia.org/wiki/Saltillo_Mansion
http://www.wikidata.org/entity/Q20199090,"Bermuda No. 2, The Schooner",488501,1,"https://en.wikipedia.org/wiki/Bermuda_No._2,_The_Schooner"
http://www.wikidata.org/entity/Q20199125,Drawing XIII,488601,1,https://en.wikipedia.org/wiki/Charcoal_drawings_by_Georgia_O%27Keeffe_from_1915
http://www.wikidata.org/entity/Q29384360,Snuff Tray,316330,3,https://en.wikipedia.org/wiki/Snuff_tray
http://www.wikidata.org/entity/Q56238779,Bouquet of Small Chrysanthemums,336333,1,https://en.wikipedia.org/wiki/Bouquet_of_Small_Chrysanthemums_(L%C3%A9on_Bonvin)
http://www.wikidata.org/entity/Q58874673,Armenian Gospel with Silver Cover,446861,3,https://en.wikipedia.org/wiki/Armenian_Gospel_with_Silver_Cover
http://www.wikidata.org/entity/Q85806454,The Barbarians,489976,2,https://en.wikipedia.org/wiki/The_Barbarians_(painting)
http://www.wikidata.org/entity/Q655705,The Musicians,435844,20,https://en.wikipedia.org/wiki/The_Musicians_(Caravaggio)
http://www.wikidata.org/entity/Q958088,Portrait of a Young Woman,437879,15,https://en.wikipedia.org/wiki/Study_of_a_Young_Woman
http://www.wikidata.org/entity/Q3299143,September Morn,488977,13,https://en.wikipedia.org/wiki/September_Morn
http://www.wikidata.org/entity/Q8030760,Woman with a Parrot,436002,19,https://en.wikipedia.org/wiki/Woman_with_a_Parrot
http://www.wikidata.org/entity/Q16987384,The Young Sailor II,489994,2,https://en.wikipedia.org/wiki/The_Young_Sailor_II
http://www.wikidata.org/entity/Q19904836,"Equestrian Portrait of Cornelis (1639–1680) and Michiel Pompe van Meerdervoort (1638–1653) with Their Tutor and Coachman (""Starting for the Hunt"")",436063,1,https://en.wikipedia.org/wiki/Equestrian_Portrait_of_Cornelis_and_Michiel_Pompe_van_Meerdervoort_with_Their_Tutor_and_Coachman
http://www.wikidata.org/entity/Q19911797,Lukas Spielhausen,436033,3,https://en.wikipedia.org/wiki/Lukas_Spielhausen
http://www.wikidata.org/entity/Q19912743,Saint Margaret of Cortona,437841,1,https://en.wikipedia.org/wiki/St_Margaret_of_Cortona_(Gaspare_Traversi)
http://www.wikidata.org/entity/Q19922659,The Accommodations of Desire,490036,3,https://en.wikipedia.org/wiki/The_Accommodations_of_Desire
http://www.wikidata.org/entity/Q20189543,Harlequin with a Guitar,490068,2,https://en.wikipedia.org/wiki/Harlequin_with_a_Guitar
http://www.wikidata.org/entity/Q20190265,Delirious Hem,490064,1,https://en.wikipedia.org/wiki/Delirious_Hem
http://www.wikidata.org/entity/Q52624955,Serpent Labret with Articulated Tongue,321343,2,https://en.wikipedia.org/wiki/Serpent_labret_with_articulated_tongue
http://www.wikidata.org/entity/Q72650,Mademoiselle V. . . in the Costume of an Espada,436945,10,https://en.wikipedia.org/wiki/Mademoiselle_V._in_the_Costume_of_an_Espada
http://www.wikidata.org/entity/Q1755464,"Knight, Death and the Devil",391255,16,"https://en.wikipedia.org/wiki/Knight,_Death_and_the_Devil"
http://www.wikidata.org/entity/Q7107718,Ostracon of Senemut and Djehuty,544456,2,https://en.wikipedia.org/wiki/Ostracon_of_Senemut
http://www.wikidata.org/entity/Q17629102,Two children teasing a cat,435852,5,https://en.wikipedia.org/wiki/Two_Children_Teasing_a_Cat
http://www.wikidata.org/entity/Q19905665,Piping Shepherds,436062,2,https://en.wikipedia.org/wiki/Piping_Shepherds
http://www.wikidata.org/entity/Q19920734,The Midnight Ride of Paul Revere,488577,7,https://en.wikipedia.org/wiki/The_Midnight_Ride_of_Paul_Revere_(painting)
http://www.wikidata.org/entity/Q20191160,Vase with lid,484923,3,https://en.wikipedia.org/wiki/Vase_with_lid
http://www.wikidata.org/entity/Q20191641,A Storm,482299,2,https://en.wikipedia.org/wiki/A_Storm
http://www.wikidata.org/entity/Q20200942,Burg Weiler Altar Triptych,471455,1,https://en.wikipedia.org/wiki/Burg_Weiler_Altarpiece
http://www.wikidata.org/entity/Q29385249,Black Stork in a Landscape,454011,2,https://en.wikipedia.org/wiki/Black_Stork_in_a_Landscape
http://www.wikidata.org/entity/Q29385577,Rectangular Octave Virginal,502325,2,https://en.wikipedia.org/wiki/Rectangular_Octave_Virginal
http://www.wikidata.org/entity/Q29385866,Heart Scarab of Hatnefer,545146,3,https://en.wikipedia.org/wiki/Heart_Scarab_of_Hatnefer
http://www.wikidata.org/entity/Q4891521,The Source,436022,9,https://en.wikipedia.org/wiki/The_Source_(Courbet)
http://www.wikidata.org/entity/Q19912312,The Forest in Winter at Sunset,438816,2,https://en.wikipedia.org/wiki/The_Forest_in_Winter_at_Sunset_(painting)
http://www.wikidata.org/entity/Q19922091,Violin and Playing Cards on a Table,486744,2,https://en.wikipedia.org/wiki/Violin_and_Playing_Cards_on_a_Table
http://www.wikidata.org/entity/Q24207145,The Fuentidueña Apse,472507,4,https://en.wikipedia.org/wiki/The_Fuentidue%C3%B1a_Apse
http://www.wikidata.org/entity/Q25352136,Prayer Bead with the Adoration of the Magi and the Crucifixion,464449,2,https://en.wikipedia.org/wiki/Prayer_Bead_with_the_Adoration_of_the_Magi_and_the_Crucifixion
http://www.wikidata.org/entity/Q29383566,Patio from the Castle of Vélez Blanco,199003,3,https://en.wikipedia.org/wiki/Patio_from_the_Castle_of_V%C3%A9lez_Blanco
http://www.wikidata.org/entity/Q56239000,The Woman with the Spider's Web,365099,2,https://en.wikipedia.org/wiki/The_Woman_with_the_Spider%27s_Web
http://www.wikidata.org/entity/Q1959777,"Belles Heures of Jean de France, Duc de Berry",470306,10,"https://en.wikipedia.org/wiki/Belles_Heures_of_Jean_de_France,_Duc_de_Berry"
http://www.wikidata.org/entity/Q3400622,Pourquoi naître esclave ?,824469,4,https://en.wikipedia.org/wiki/Why_Born_Enslaved!
http://www.wikidata.org/entity/Q3823444,Circus Sideshow,437654,7,https://en.wikipedia.org/wiki/Parade_de_cirque
http://www.wikidata.org/entity/Q7232319,Portrait of a Carthusian,435896,14,https://en.wikipedia.org/wiki/Portrait_of_a_Carthusian
http://www.wikidata.org/entity/Q7728258,The Crucifixion with the Virgin and St John,435817,2,https://en.wikipedia.org/wiki/Crucifixion_with_the_Virgin_and_St_John
http://www.wikidata.org/entity/Q19912657,View from the Quai d'Orsay,438381,2,https://en.wikipedia.org/wiki/View_from_the_Quai_d%27Orsay
http://www.wikidata.org/entity/Q29383671,Chalice à soleil,208555,1,https://en.wikipedia.org/wiki/Chalice_%C3%A0_soleil
http://www.wikidata.org/entity/Q3041737,The Actor,488690,8,https://en.wikipedia.org/wiki/The_Actor_(painting)
http://www.wikidata.org/entity/Q3208203,The Last Communion of Saint Jerome,435728,8,https://en.wikipedia.org/wiki/The_Last_Communion_of_Saint_Jerome_(Botticelli)
http://www.wikidata.org/entity/Q20190963,Juan Legua,490060,2,https://en.wikipedia.org/wiki/Juan_Legua
http://www.wikidata.org/entity/Q28811053,Emma Van Name,701989,2,https://en.wikipedia.org/wiki/Emma_Van_Name
http://www.wikidata.org/entity/Q65040875,Hebrew Bible,773026,2,https://en.wikipedia.org/wiki/Cloisters_Hebrew_Bible
http://www.wikidata.org/entity/Q78611346,"The Hall of Antiquities at Charlottenborg Palace, Copenhagen",780292,1,"https://en.wikipedia.org/wiki/The_Hall_of_Antiquities_at_Charlottenborg_Palace,_Copenhagen"
http://www.wikidata.org/entity/Q19912372,"Comtesse de la Châtre (Marie Charlotte Louise Perrette Aglaé Bontemps, 1762–1848)",437900,5,https://en.wikipedia.org/wiki/Comtesse_de_la_Ch%C3%A2tre
http://www.wikidata.org/entity/Q1755464,"Knight, Death and the Devil",377283,16,"https://en.wikipedia.org/wiki/Knight,_Death_and_the_Devil"
http://www.wikidata.org/entity/Q17355822,Yonker Ramp and his Sweetheart,436616,4,https://en.wikipedia.org/wiki/Yonker_Ramp_and_His_Sweetheart
http://www.wikidata.org/entity/Q18177483,Hagar in the Wilderness,435962,4,https://en.wikipedia.org/wiki/Hagar_in_the_Wilderness
http://www.wikidata.org/entity/Q19911765,Allegory of the Planets and Continents,437790,2,https://en.wikipedia.org/wiki/Allegory_of_the_Planets_and_Continents
http://www.wikidata.org/entity/Q19911975,Cows Crossing a Ford,436241,2,https://en.wikipedia.org/wiki/Cows_Crossing_a_Ford
http://www.wikidata.org/entity/Q19912235,Christ Bearing the Cross,437855,3,https://en.wikipedia.org/wiki/Christ_Bearing_the_Cross
http://www.wikidata.org/entity/Q19912578,The Valley of the Nervia,437118,5,https://en.wikipedia.org/wiki/The_Valley_of_the_Nervia
http://www.wikidata.org/entity/Q19912677,Weaning the Calves,435703,1,https://en.wikipedia.org/wiki/Weaning_the_Calves
http://www.wikidata.org/entity/Q19912748,Children Playing with a Goat,437949,2,https://en.wikipedia.org/wiki/Children_Playing_with_a_Goat
http://www.wikidata.org/entity/Q19917690,Portrait of a German Officer,488486,2,https://en.wikipedia.org/wiki/Portrait_of_a_German_Officer
http://www.wikidata.org/entity/Q20191074,"Coast Guard Station, Two Lights, Maine",481213,2,"https://en.wikipedia.org/wiki/Coast_Guard_Station,_Two_Lights,_Maine"
http://www.wikidata.org/entity/Q28360786,The Game of Chinese Chess,394687,3,https://en.wikipedia.org/wiki/The_Game_of_Chinese_Chess
http://www.wikidata.org/entity/Q29384167,Woman Seen from the Back,283121,1,https://en.wikipedia.org/wiki/Woman_Seen_from_the_Back
http://www.wikidata.org/entity/Q29385812,Statuette of the lady Tiye,544524,2,https://en.wikipedia.org/wiki/Statuette_of_the_lady_Tiye
http://www.wikidata.org/entity/Q29385931,Portrait of the Boy Eutyches,547951,4,https://en.wikipedia.org/wiki/Portrait_of_the_Boy_Eutyches
http://www.wikidata.org/entity/Q78610486,Pes-Ke-Le-Cha-Co,813594,1,https://en.wikipedia.org/wiki/Pes-Ke-Le-Cha-Co_(Henry_Inman)
http://www.wikidata.org/entity/Q104413242,The Wood Sawyer,768547,1,https://en.wikipedia.org/wiki/The_Wood_Sawyer_(Weir)
http://www.wikidata.org/entity/Q386453,Woman with a Water Jug,437881,21,https://en.wikipedia.org/wiki/Woman_with_a_Water_Jug
http://www.wikidata.org/entity/Q2583260,Crucifixion,488880,12,https://en.wikipedia.org/wiki/Crucifixion_(Corpus_Hypercubus)
http://www.wikidata.org/entity/Q3228340,The Third-Class Carriage,436095,8,https://en.wikipedia.org/wiki/The_Third-Class_Carriage
http://www.wikidata.org/entity/Q3842392,Virgin and Child,436968,4,https://en.wikipedia.org/wiki/Butler_Madonna
http://www.wikidata.org/entity/Q5179376,"Cow's Skull: Red, White, and Blue",488694,1,"https://en.wikipedia.org/wiki/Cow%27s_Skull:_Red,_White,_and_Blue"
http://www.wikidata.org/entity/Q17609277,Boy with a Lute,436626,3,https://en.wikipedia.org/wiki/The_Fingernail_Test
http://www.wikidata.org/entity/Q19861716,Black Bashi-Bazouk,440723,6,https://en.wikipedia.org/wiki/Bashi-Bazouk_(Jean-L%C3%A9on_G%C3%A9r%C3%B4me)
http://www.wikidata.org/entity/Q19905130,The Baker's Cart,437082,1,https://en.wikipedia.org/wiki/The_Baker%27s_Cart
http://www.wikidata.org/entity/Q19905166,Lachrymae,436869,4,https://en.wikipedia.org/wiki/Lachrymae_(Frederic_Leighton)
http://www.wikidata.org/entity/Q29385040,Morgan Casket,446990,2,https://en.wikipedia.org/wiki/Morgan_Casket
http://www.wikidata.org/entity/Q44178853,Head of Shiva,646432,5,https://en.wikipedia.org/wiki/Head_of_Shiva
http://www.wikidata.org/entity/Q78161748,Woman Playing a Guitar,747607,3,https://en.wikipedia.org/wiki/Woman_Playing_a_Guitar_(Vouet)
http://www.wikidata.org/entity/Q7079178,Office in a Small City,488730,7,https://en.wikipedia.org/wiki/Office_in_a_Small_City
http://www.wikidata.org/entity/Q7232242,Portrait Miniature of Margaret Roper,436662,1,https://en.wikipedia.org/wiki/Portrait_Miniature_of_Margaret_Roper
http://www.wikidata.org/entity/Q7735048,The Four Witches,369866,8,https://en.wikipedia.org/wiki/The_Four_Witches
http://www.wikidata.org/entity/Q19912179,The Fishing Boat,436012,3,https://en.wikipedia.org/wiki/The_Fishing_Boat
http://www.wikidata.org/entity/Q19920675,Lobster Fishermen,488036,1,https://en.wikipedia.org/wiki/Lobster_Fishermen_(Marsden_Hartley)
http://www.wikidata.org/entity/Q19938871,Leisure Time in an Elegant Setting,459086,2,https://en.wikipedia.org/wiki/Leisure_Time_in_an_Elegant_Setting
http://www.wikidata.org/entity/Q20191121,Girl with a Cat,481489,2,https://en.wikipedia.org/wiki/Girl_with_a_Cat_(Gwen_John)
http://www.wikidata.org/entity/Q20201150,The Cloisters Apocalypse,471869,4,https://en.wikipedia.org/wiki/Cloisters_Apocalypse
http://www.wikidata.org/entity/Q47321140,Euphiletos Painter Panathenaic prize amphora,248902,2,https://en.wikipedia.org/wiki/Euphiletos_Painter_Panathenaic_prize_amphora
http://www.wikidata.org/entity/Q8464346,Christ Carrying the Cross,459087,5,"https://en.wikipedia.org/wiki/Christ_Carrying_the_Cross_(El_Greco,_New_York)"
http://www.wikidata.org/entity/Q19917749,Mrs. Atkinson,481922,1,https://en.wikipedia.org/wiki/Mrs._Atkinson_(Gwen_John)
http://www.wikidata.org/entity/Q19920589,"Cemetery, New Mexico",488493,2,"https://en.wikipedia.org/wiki/Cemetery,_New_Mexico_(Marsden_Hartley)"
http://www.wikidata.org/entity/Q20199112,Mountain with Red House,488517,2,https://en.wikipedia.org/wiki/Mountain_with_Red_House
http://www.wikidata.org/entity/Q105790527,Iberic,817303,1,https://en.wikipedia.org/wiki/Iberic_(Carmen_Herrera)
http://www.wikidata.org/entity/Q776175,The Harvesters,435809,20,https://en.wikipedia.org/wiki/The_Harvesters_(painting)
http://www.wikidata.org/entity/Q860930,Gertrude Stein,488221,5,https://en.wikipedia.org/wiki/Portrait_of_Gertrude_Stein
http://www.wikidata.org/entity/Q1755464,"Knight, Death and the Devil",377282,16,"https://en.wikipedia.org/wiki/Knight,_Death_and_the_Devil"
http://www.wikidata.org/entity/Q6622215,I Saw the Figure 5 in Gold,488315,8,https://en.wikipedia.org/wiki/I_Saw_the_Figure_5_in_Gold
http://www.wikidata.org/entity/Q7378762,Ruin at Daphne,488840,1,https://en.wikipedia.org/wiki/Ruin_at_Daphne
http://www.wikidata.org/entity/Q7994688,White Flag,487065,2,https://en.wikipedia.org/wiki/White_Flag_(painting)
http://www.wikidata.org/entity/Q19904853,The Dream of the Shepherd (Der Traum des Hirten),634108,1,https://en.wikipedia.org/wiki/The_Dream_of_the_Shepherd
http://www.wikidata.org/entity/Q19905179,Sibylle,435984,3,https://en.wikipedia.org/wiki/Sibylle_(painting)
http://www.wikidata.org/entity/Q19905254,The Outer Harbor of Brest,435673,2,https://en.wikipedia.org/wiki/The_Outer_Harbor_of_Brest
http://www.wikidata.org/entity/Q19911618,Moses Striking the Rock,435680,1,https://en.wikipedia.org/wiki/Moses_Striking_the_Rock
http://www.wikidata.org/entity/Q19911632,Rest on the Flight into Egypt,436101,4,"https://en.wikipedia.org/wiki/Rest_on_the_Flight_into_Egypt_(David,_New_York)"
http://www.wikidata.org/entity/Q19911961,A Woman Playing the Theorbo-Lute and a Cavalier,435717,3,https://en.wikipedia.org/wiki/A_Woman_Playing_the_Theorbo-Lute_and_a_Cavalier
http://www.wikidata.org/entity/Q19911988,Diana and Cupid,435622,2,https://en.wikipedia.org/wiki/Diana_and_Cupid
http://www.wikidata.org/entity/Q19912484,Self-Portrait with a Harp,436222,4,https://en.wikipedia.org/wiki/Self-Portrait_with_a_Harp_(Rose-Ad%C3%A9la%C3%AFde_Ducreux)
http://www.wikidata.org/entity/Q19922191,The Great Sirens,481994,3,https://en.wikipedia.org/wiki/The_Great_Sirens
